activity_id,lat,lon,altitude,velocity,distance,heartrate
19334880487,48.744409,2.28742,56.2,3.42,1335.3,
19334880487,48.744392,2.287372,56.2,3.56,1339.3,
19334880487,48.744373,2.287323,56.2,3.76,1343.4,
19334880487,48.744355,2.287277,56.1,3.944,1347.3,
19334880487,48.744342,2.287237,56.1,3.82,1350.6,
19334880487,48.74433,2.287203,56.1,3.629,1353.4,
19334880487,48.744318,2.287172,56.1,3.36,1356.1,
19334880487,48.744304,2.287142,56.1,3.081,1358.8,
19334880487,48.744288,2.287111,56.1,2.88,1361.7,
19334880487,48.744269,2.287074,56.1,2.9,1365.1,
19334880487,48.744254,2.287038,56.1,2.971,1368.3,
19334880487,48.744238,2.286993,56.1,3.18,1372.0,
19334880487,48.744226,2.286957,56.1,3.223,1374.9,
19334880487,48.744212,2.286917,56.1,3.3,1378.2,
19334880487,48.744198,2.286882,56.1,3.24,1381.3,
19334880487,48.744182,2.286848,56.1,3.2,1384.3,
19334880487,48.744167,2.286817,56.1,3.03,1387.1,
19334880487,48.744156,2.28679,56.1,2.916,1389.5,
19334880487,48.744143,2.286757,56.1,2.828,1392.3,
